canonical_address_id,address,territory,latitude,longitude,route_km,route_geometry_source,polyline_length_km,route_length_difference,boundary_source,outside_city_km,base_city_fee,external_surcharge,final_fee,calculation_status,status_reason,geographic_zone_analytics_only
n2321749431,улица Ленина 59,Гиска,46.78737,29.4486,5.254,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2321749432,Молодёжная улица 61,Гиска,46.78673,29.44846,5.323,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749433,улица Ленина 71,Гиска,46.78582,29.44779,5.466,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749435,улица Ленина 75,Гиска,46.78487,29.44695,5.638,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749436,улица Ленина 77,Гиска,46.78436,29.44666,5.62,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749437,улица Ленина 90а,Гиска,46.78491,29.44641,5.571,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749438,улица Ленина 92,Гиска,46.78431,29.44607,5.642,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749439,улица Мира 82,Гиска,46.78503,29.44757,5.559,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749440,улица Мира 80,Гиска,46.78523,29.4481,5.559,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749441,улица Мира 93,Гиска,46.78498,29.44848,5.577,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749442,улица Мира 95,Гиска,46.78472,29.44777,5.576,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749444,улица Ленина 101,Гиска,46.78455,29.44714,5.643,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749445,Госпитальная улица 55,Гиска,46.7869,29.45445,6.142,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749446,улица Мира 30а,Гиска,46.78759,29.45519,6.175,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749447,Госпитальная улица 53,Гиска,46.78711,29.45501,6.134,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749451,улица 60 лет Октября 2,Гиска,46.78447,29.44893,5.697,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749452,улица 60 лет Октября 1,Гиска,46.78408,29.44908,5.687,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749453,улица 60 лет Октября 28,Гиска,46.78641,29.45432,6.255,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749454,улица 60 лет Октября 39,Гиска,46.78606,29.45462,6.248,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749456,улица 60 лет Октября 3,Гиска,46.78454,29.44855,5.618,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749458,улица 60 лет Октября 4,Гиска,46.78419,29.44805,5.638,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749459,улица Бориса Главана 5,Гиска,46.78396,29.4487,5.682,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749460,улица Бориса Главана 6,Гиска,46.78389,29.44792,5.725,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749461,улица Бориса Главана 22,Гиска,46.78341,29.44656,5.907,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749462,улица Бориса Главана 7,Гиска,46.78356,29.44818,5.722,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749463,улица Бориса Главана 27,Гиска,46.78277,29.44638,5.86,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749464,улица Бориса Главана 22а,Гиска,46.78254,29.44565,5.864,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749465,Госпитальная улица 24,Гиска,46.78208,29.44589,5.921,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749466,Госпитальная улица 31,Гиска,46.78225,29.44625,5.909,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749467,Госпитальная улица 78,Гиска,46.78213,29.44651,5.964,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749468,Госпитальная улица 105,Гиска,46.78173,29.44657,5.971,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749469,Госпитальная улица 56,Гиска,46.78319,29.44839,5.804,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749470,Госпитальная улица 89,Гиска,46.78278,29.44855,5.816,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749471,Госпитальная улица 87,Гиска,46.78301,29.44932,5.798,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749472,Госпитальная улица 52,Гиска,46.78344,29.44946,5.805,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749473,Госпитальная улица 54,Гиска,46.78357,29.449,5.73,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749474,Госпитальная улица 20,Гиска,46.78567,29.45501,6.323,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749475,Госпитальная улица 47,Гиска,46.78546,29.45552,6.302,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749476,Госпитальная улица 45,Гиска,46.7853,29.45606,6.39,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749477,Госпитальная улица 39,Гиска,46.78463,29.45659,6.477,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749478,Госпитальная улица 35,Гиска,46.78457,29.45701,6.484,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749479,Госпитальная улица 37,Гиска,46.78566,29.45636,6.366,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749482,Госпитальная улица 8,Гиска,46.78606,29.45664,6.385,stage-09b-map-routes.geojson#fastest_time,6.3859,0.0009,source-boundaries.geojson#bender (relation 12463379),2.8653,28,6,34,CALCULATED,"route ∩ bender boundary, projected metric CRS",4
n2321749483,Госпитальная улица 10а,Гиска,46.78587,29.45584,6.322,,,,source-boundaries.geojson#bender (relation 12463379),,28,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749484,Госпитальная улица 12,Гиска,46.78678,29.45505,6.17,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749485,Госпитальная улица 16,Гиска,46.78618,29.45493,6.229,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749486,Госпитальная улица 14а,Гиска,46.78663,29.45472,6.177,,,,source-boundaries.geojson#bender (relation 12463379),,27,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749487,улица Ленина 15,Гиска,46.78534,29.44548,5.714,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749488,улица Курило 13,Гиска,46.78493,29.44516,5.771,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749489,улица Курило 20,Гиска,46.78514,29.44474,5.77,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749490,улица Курило 2,Гиска,46.78396,29.44374,5.969,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749491,улица Курило 1,Гиска,46.78373,29.4441,5.961,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749492,улица Ленина 100,Гиска,46.78313,29.44482,5.809,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749493,улица Ленина 102,Гиска,46.78265,29.44423,5.878,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749494,улица Бориса Главана 89,Гиска,46.78319,29.44575,5.804,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2321749495,улица Бориса Главана 91,Гиска,46.78284,29.44533,5.812,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152058,улица Горького 1,Парканы,46.83546,29.52788,4.551,,,,source-boundaries.geojson#bender (relation 12463379),,21,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152060,улица Горького 126,Парканы,46.82732,29.5293,5.464,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152061,улица Горького 128,Парканы,46.82683,29.52937,5.428,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152062,улица Будённого 190,Парканы,46.82228,29.52881,5.748,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152063,улица Горького 192,Парканы,46.82194,29.52874,5.785,,,,source-boundaries.geojson#bender (relation 12463379),,26,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152064,улица Маяковского 198,Парканы,46.82153,29.52871,5.654,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152065,улица Маяковского 185,Парканы,46.82154,29.52921,5.691,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152066,улица Маяковского 48,Парканы,46.82124,29.52915,5.684,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152068,Комсомольская улица 175,Парканы,46.82079,29.52416,5.266,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152069,улица Маяковского 1,Парканы,46.82089,29.52545,5.396,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152070,Комсомольская улица 173,Парканы,46.82134,29.52356,5.191,,,,source-boundaries.geojson#bender (relation 12463379),,23,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152072,улица Маяковского 3,Парканы,46.82101,29.52604,5.443,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152073,улица Маяковского 168,Парканы,46.82126,29.52682,5.508,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152075,улица Будённого 24,Парканы,46.82169,29.52634,5.549,,,,source-boundaries.geojson#bender (relation 12463379),,25,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,4
n2323152078,улица Котовского 175,Парканы,46.82162,29.52458,5.396,,,,source-boundaries.geojson#bender (relation 12463379),,24,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152080,улица Чкалова 1,Парканы,46.83521,29.52561,4.378,,,,source-boundaries.geojson#bender (relation 12463379),,20,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152081,улица Чкалова 2,Парканы,46.8351,29.52526,4.384,,,,source-boundaries.geojson#bender (relation 12463379),,20,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
n2323152082,улица Чкалова 117,Парканы,46.82712,29.52764,5.25,,,,source-boundaries.geojson#bender (relation 12463379),,23,,,ROUTE_GEOMETRY_UNAVAILABLE,no per-address route polyline stored; only canonical route_km exists. Regenerating requires the OSRM engine + protected routing graph.,3
