model_id,rounding_km,edges,policy,zone_id,lower_bound,upper_bound,boundary_convention,address_count,policy_status,minimum_fee_required_by_driver,maximum_fee_allowed_by_client,candidate_fee_rub,fallback_fee_rub,hard_constraint_coverage,violated_address_count,minimum_taxi_reference,median_taxi_reference,minimum_driver_best_take,median_driver_best_take,maximum_driver_gap,minimum_client_saving,median_client_saving,client_constraint_coverage,driver_constraint_coverage,joint_coverage,notes
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,DRIVER_CONSERVATIVE,3,2.675,3.925,"[lower_bound, upper_bound)",583,FEASIBLE,17,17,17,,1.0,0,18.0,20.38,13.0,15.38,1.54,1.0,3.38,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,CUSTOMER_FIRST,4,3.925,4.725,"[lower_bound, upper_bound)",751,INFEASIBLE,20,18,,20,0.8069,145,23.55,26.26,18.55,21.26,3.34,3.55,6.26,0.8069,1.0,0.8069,INFEASIBLE — driver floor 20 > client ceiling 18; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,BALANCED,4,3.925,4.725,"[lower_bound, upper_bound)",751,INFEASIBLE,22,18,,21,0.5779,317,23.55,26.26,18.55,21.26,2.34,2.55,5.26,0.5792,0.9987,0.5779,INFEASIBLE — driver floor 22 > client ceiling 18; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,DRIVER_CONSERVATIVE,4,3.925,4.725,"[lower_bound, upper_bound)",751,FEASIBLE,22,22,22,,1.0,0,23.55,26.26,18.55,21.26,1.34,1.55,4.26,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,CUSTOMER_FIRST,5,4.725,5.425,"[lower_bound, upper_bound)",593,INFEASIBLE,24,23,,23,0.882,70,28.35,30.47,23.35,25.47,4.54,5.35,7.47,1.0,0.882,0.882,INFEASIBLE — driver floor 24 > client ceiling 23; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,BALANCED,5,4.725,5.425,"[lower_bound, upper_bound)",593,INFEASIBLE,25,23,,24,0.6206,225,28.35,30.47,23.35,25.47,3.54,4.35,6.47,0.8347,0.7858,0.6206,INFEASIBLE — driver floor 25 > client ceiling 23; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,DRIVER_CONSERVATIVE,5,4.725,5.425,"[lower_bound, upper_bound)",593,FEASIBLE,26,27,26,,1.0,0,28.35,30.47,23.35,25.47,1.54,2.35,4.47,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,CUSTOMER_FIRST,6,5.425,,"[lower_bound, upper_bound)",616,INFEASIBLE,35,27,,28,0.6753,200,32.55,35.58,27.55,30.58,11.75,4.55,7.58,0.9091,0.7662,0.6753,INFEASIBLE — driver floor 35 > client ceiling 27; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,BALANCED,6,5.425,,"[lower_bound, upper_bound)",616,INFEASIBLE,37,27,,28,0.4464,341,32.55,35.58,27.55,30.58,11.75,4.55,7.58,0.9091,0.5373,0.4464,INFEASIBLE — driver floor 37 > client ceiling 27; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,raw,1.625|2.675|3.925|4.725|5.425,DRIVER_CONSERVATIVE,6,5.425,,"[lower_bound, upper_bound)",616,INFEASIBLE,38,31,,31,0.7711,141,32.55,35.58,27.55,30.58,8.75,1.55,4.58,1.0,0.7711,0.7711,INFEASIBLE — driver floor 38 > client ceiling 31; fallback=FALLBACK_PARTIAL_COVERAGE
